transaction_id,account_id,amount,transaction_type,timestamp,city
TXN00008168,ACC7358,12649.21,withdrawal,2024-01-02 06:27:04,Lalitpur
TXN00009321,ACC4874,1214.62,withdrawal,2024-01-02 07:01:16,Lalitpur
TXN00003909,ACC9975,9622.01,transfer,2024-01-02 07:06:23,Hetauda
TXN00009853,ACC1655,11772.81,withdrawal,2024-01-02 07:25:06,Butwal
TXN00006214,ACC5573,219.38,withdrawal,2024-01-02 07:53:08,Bhaktapur
TXN00000013,ACC2535,4836.39,transfer,2024-01-02 10:16:15,Lalitpur
TXN00009428,ACC5939,875.81,transfer,2024-01-02 10:41:20,Janakpur
TXN00006678,ACC2347,495.46,transfer,2024-01-02 11:48:07,Biratnagar
TXN00009577,ACC1153,119.04,transfer,2024-01-02 13:22:14,Lalitpur
TXN00007580,ACC4501,,deposit,2024-01-02 13:39:36,Pokhara
TXN00000164,ACC8177,577.46,deposit,2024-01-02 14:45:04,Hetauda
TXN00009223,ACC2855,19495.02,payment,2024-01-02 15:56:21,Pokhara
TXN00000537,ACC1475,533.35,withdrawal,2024-01-02 19:18:47,Dharan
TXN00005777,ACC2311,7362.36,transfer,2024-01-02 19:26:38,Bhaktapur
TXN00006003,ACC7294,452.99,withdrawal,2024-01-02 20:10:07,Kathmandu
TXN00000610,ACC1207,59402.32,transfer,2024-01-02 22:03:24,Bhaktapur
TXN00003432,ACC4734,44022.3,payment,2024-01-02 22:05:19,Lalitpur
TXN00000344,ACC1653,1081.51,transfer,2024-01-02 22:44:20,Hetauda
TXN00003747,ACC6857,38.32,transfer,2024-01-02 23:04:45,Lalitpur
TXN00001035,ACC3024,1134.14,transfer,2024-01-02 23:26:40,Kathmandu
TXN00001478,ACC9410,6898.54,transfer,2024-01-03 00:48:20,Butwal
TXN00009622,ACC2666,1075.15,withdrawal,2024-01-03 01:16:25,Bhaktapur
TXN00002759,ACC8951,310.68,transfer,2024-01-03 03:55:57,Dharan
TXN00002868,ACC3830,506.05,payment,2024-01-03 04:13:06,Kathmandu
TXN00003048,ACC2731,1521.56,payment,2024-01-03 04:19:52,Pokhara
TXN00004452,ACC2477,1101.97,deposit,2024-01-03 04:52:18,Janakpur
TXN00007799,ACC1993,3978.34,deposit,2024-01-03 05:03:28,Pokhara
TXN00006212,ACC8757,3834.42,deposit,2024-01-03 07:00:25,Butwal
TXN00001166,ACC8398,392191.22,payment,2024-01-03 07:29:04,Nepalgunj
TXN00006711,ACC4261,25465.59,deposit,2024-01-03 10:50:42,Biratnagar
TXN00004678,ACC9584,27218.88,transfer,2024-01-03 11:13:23,Pokhara
TXN00009979,ACC6603,393.32,payment,2024-01-03 11:14:52,Pokhara
TXN00001219,ACC6751,560.77,transfer,2024-01-03 12:07:32,Bhaktapur
TXN00004361,ACC5223,5512.69,transfer,2024-01-03 12:44:43,Pokhara
TXN00002325,ACC3439,2947.78,deposit,2024-01-03 14:07:23,Butwal
TXN00005691,ACC3403,3417.77,deposit,2024-01-03 15:09:02,Janakpur
TXN00004009,ACC7609,1122.66,transfer,2024-01-03 16:09:25,Janakpur
TXN00003590,ACC3250,1349.57,deposit,2024-01-03 16:50:29,Pokhara
TXN00006751,ACC9064,17826.93,deposit,2024-01-03 17:05:12,Bhaktapur
TXN00007230,ACC8861,11209.6,transfer,2024-01-03 18:39:53,Nepalgunj
TXN00004804,ACC7429,723.56,withdrawal,2024-01-03 19:37:37,Dharan
TXN00007245,ACC9964,12063.1,transfer,2024-01-03 20:30:23,Nepalgunj
TXN00009440,ACC8347,2421.11,withdrawal,2024-01-03 21:19:31,Nepalgunj
TXN00009109,ACC3041,63879.95,payment,2024-01-03 21:20:01,Butwal
TXN00000145,ACC4946,5012.88,deposit,2024-01-03 22:53:05,Lalitpur
TXN00002234,ACC1251,17768.72,deposit,2024-01-04 00:32:59,Janakpur
TXN00003321,ACC3798,4412.79,transfer,2024-01-04 01:37:03,Butwal
TXN00002404,ACC5037,1731.41,deposit,2024-01-04 02:17:28,Dharan
TXN00001004,ACC6977,817.4,deposit,2024-01-04 05:41:12,Bhaktapur
TXN00008918,ACC7171,1079.84,deposit,2024-01-04 07:07:52,Dharan
TXN00004683,ACC2381,56504.15,transfer,2024-01-04 07:34:44,Janakpur
TXN00006409,ACC1070,1242.06,payment,2024-01-04 08:47:52,Hetauda
TXN00008494,ACC9875,981.86,deposit,2024-01-04 09:31:23,Lalitpur
TXN00007917,ACC3793,1721.09,withdrawal,2024-01-04 10:33:28,Janakpur
TXN00001916,ACC6140,1006.92,withdrawal,2024-01-04 10:40:51,Pokhara
TXN00001327,ACC2684,455.47,payment,2024-01-04 13:00:18,Hetauda
TXN00009135,ACC9666,141.69,withdrawal,2024-01-04 13:59:04,Butwal
TXN00002815,ACC7270,,transfer,2024-01-04 14:17:44,
TXN00004841,ACC8113,,deposit,2024-01-04 14:26:22,Dharan
TXN00004311,ACC9369,3257.51,deposit,2024-01-04 17:30:05,Nepalgunj
TXN00000470,ACC9486,942.34,deposit,2024-01-04 17:47:09,Nepalgunj
TXN00006643,ACC1229,540.78,payment,2024-01-04 17:54:00,Dharan
TXN00000876,ACC1042,107916.79,payment,2024-01-04 18:43:34,Pokhara
TXN00002861,ACC6916,1030.27,withdrawal,2024-01-04 19:32:24,Biratnagar
TXN00008226,ACC2350,1142.03,payment,2024-01-04 19:51:55,Pokhara
TXN00001678,ACC8406,62481.89,deposit,2024-01-04 21:40:10,Kathmandu
TXN00000328,ACC3647,14520.63,payment,2024-01-04 22:30:51,Nepalgunj
TXN00006045,ACC8720,3711.32,payment,2024-01-04 23:19:34,Kathmandu
TXN00007748,ACC1737,5359.92,deposit,2024-01-04 23:56:47,Bhaktapur
TXN00000591,ACC2771,3439.68,deposit,2024-01-05 00:53:52,Dharan
TXN00006059,ACC9145,587730.52,deposit,2024-01-05 01:12:42,Butwal
TXN00003204,ACC3320,38473.76,deposit,2024-01-05 01:17:44,Bhaktapur
TXN00007667,ACC2807,380.17,payment,2024-01-05 02:30:18,Bhaktapur
TXN00003042,ACC4827,4080.38,withdrawal,2024-01-05 03:28:27,Biratnagar
TXN00006574,ACC4622,1164.99,deposit,2024-01-05 03:31:30,Lalitpur
TXN00005221,ACC9582,105825.85,transfer,2024-01-05 04:22:28,Butwal
TXN00000473,ACC5082,143.97,payment,2024-01-05 05:36:17,Lalitpur
TXN00007056,ACC3187,94.44,withdrawal,2024-01-05 05:43:33,Bhaktapur
TXN00001307,ACC8138,3153.8,transfer,2024-01-05 06:42:37,Lalitpur
TXN00008672,ACC6711,68820.52,withdrawal,2024-01-05 07:03:03,Lalitpur
TXN00007905,ACC6947,27591.65,deposit,2024-01-05 08:19:55,Nepalgunj
TXN00007358,ACC7471,1877.85,withdrawal,2024-01-05 08:30:09,Pokhara
TXN00000235,ACC7209,217051.12,deposit,2024-01-05 11:32:35,Janakpur
TXN00003551,ACC9759,1029.77,payment,2024-01-05 12:00:50,Kathmandu
TXN00009940,ACC5560,65.21,payment,2024-01-05 13:01:53,Dharan
TXN00005024,ACC5093,121.66,deposit,2024-01-05 13:10:06,Lalitpur
TXN00006777,ACC3689,17056.83,deposit,2024-01-05 15:50:17,Biratnagar
TXN00004152,ACC6206,28440.25,payment,2024-01-05 16:28:11,Lalitpur
TXN00008745,ACC4143,180321.0,transfer,2024-01-05 16:55:02,Janakpur
TXN00007910,ACC1116,14275.78,transfer,2024-01-05 17:23:23,Pokhara
TXN00004211,ACC4913,1785.26,deposit,2024-01-05 17:43:10,Bhaktapur
TXN00003542,ACC5843,54284.98,withdrawal,2024-01-05 17:56:25,Lalitpur
TXN00001902,ACC3481,1528.99,withdrawal,2024-01-05 19:00:32,Janakpur
TXN00007320,ACC5175,79.96,transfer,2024-01-05 19:12:24,Nepalgunj
TXN00005549,ACC9558,1114.42,transfer,2024-01-05 19:44:50,Pokhara
TXN00003787,ACC4669,5612.3,deposit,2024-01-05 21:08:06,Lalitpur
TXN00005776,ACC8889,220.15,deposit,2024-01-05 21:14:23,Bhaktapur
TXN00000862,ACC8736,143.81,deposit,2024-01-05 22:41:49,Biratnagar
TXN00005309,ACC8558,653.31,withdrawal,2024-01-06 00:28:48,Bhaktapur
TXN00006905,ACC3465,1430.23,payment,2024-01-06 00:52:00,Pokhara
TXN00003059,ACC6051,269.27,withdrawal,2024-01-06 01:07:03,Pokhara
TXN00000687,ACC9595,,deposit,2024-01-06 02:21:46,Pokhara
TXN00007444,ACC5627,14420.53,payment,2024-01-06 03:40:35,Nepalgunj
TXN00006645,ACC4555,421.32,deposit,2024-01-06 05:20:13,Butwal
TXN00000918,ACC6546,4329.55,deposit,2024-01-06 06:23:53,Hetauda
TXN00002790,ACC1017,4284.9,deposit,2024-01-06 06:59:23,Dharan
TXN00002600,ACC2667,1114.54,transfer,2024-01-06 07:08:32,Bhaktapur
TXN00009706,ACC7898,591.15,payment,2024-01-06 08:15:06,Biratnagar
TXN00009772,ACC2264,5258.37,payment,2024-01-06 08:19:24,Dharan
TXN00006848,ACC6563,7727.04,transfer,2024-01-06 10:01:29,Bhaktapur
TXN00002892,ACC2294,42.05,payment,2024-01-06 11:41:46,Kathmandu
TXN00003143,ACC8859,2445.03,deposit,2024-01-06 12:05:06,Dharan
TXN00006150,ACC3881,4990.05,deposit,2024-01-06 12:27:26,Lalitpur
TXN00009277,ACC3984,1275.13,transfer,2024-01-06 12:27:33,Kathmandu
TXN00004187,ACC1305,327142.64,transfer,2024-01-06 12:39:26,Kathmandu
TXN00005014,ACC9376,1853.13,transfer,2024-01-06 13:29:17,Hetauda
TXN00007410,ACC1994,31570.46,withdrawal,2024-01-06 13:41:46,Nepalgunj
TXN00000040,ACC8527,4419.24,transfer,2024-01-06 13:56:51,Janakpur
TXN00002646,ACC8389,620.47,deposit,2024-01-06 17:24:12,Janakpur
TXN00001690,ACC6922,1776.13,withdrawal,2024-01-06 18:51:52,Hetauda
TXN00004915,ACC3525,234.2,deposit,2024-01-06 19:14:11,Biratnagar
TXN00001877,ACC8780,968.42,withdrawal,2024-01-06 21:31:10,Kathmandu
TXN00002156,ACC4943,868.94,deposit,2024-01-07 00:35:04,Janakpur
TXN00000169,ACC4681,1824.8,payment,2024-01-07 00:45:02,Butwal
TXN00001024,ACC8673,216325.76,deposit,2024-01-07 01:19:54,
TXN00005993,ACC2485,404.8,deposit,2024-01-07 01:20:04,Pokhara
TXN00004829,ACC1691,18901.89,withdrawal,2024-01-07 03:43:58,Lalitpur
TXN00005475,ACC4178,2122.38,transfer,2024-01-07 04:27:12,Biratnagar
TXN00006530,ACC3394,598.93,withdrawal,2024-01-07 04:42:58,Pokhara
TXN00008596,ACC9992,2005.96,payment,2024-01-07 05:31:04,Nepalgunj
TXN00001973,ACC1084,11067.87,withdrawal,2024-01-07 06:13:56,Nepalgunj
TXN00004803,ACC5366,182.93,transfer,2024-01-07 06:29:11,Butwal
TXN00000044,ACC2291,1632.38,deposit,2024-01-07 06:54:48,Dharan
TXN00004610,ACC1983,556.8,transfer,2024-01-07 07:00:24,Janakpur
TXN00007649,ACC3668,405.67,transfer,2024-01-07 07:10:52,Dharan
TXN00000552,ACC3977,2183.42,withdrawal,2024-01-07 07:40:07,Biratnagar
TXN00009244,ACC1096,325.88,deposit,2024-01-07 08:19:53,Hetauda
TXN00008616,ACC2310,421.56,payment,2024-01-07 08:39:15,Pokhara
TXN00006860,ACC1778,17980.15,deposit,2024-01-07 08:45:35,Pokhara
TXN00000100,ACC2489,1864.64,payment,2024-01-07 09:06:21,Butwal
TXN00009909,ACC2725,24925.17,withdrawal,2024-01-07 09:09:05,Kathmandu
TXN00000745,ACC3847,8394.38,deposit,2024-01-07 10:36:38,Kathmandu
TXN00003128,ACC7750,41631.18,deposit,2024-01-07 11:25:01,Kathmandu
TXN00005109,ACC6729,348.15,payment,2024-01-07 11:50:04,Butwal
TXN00009608,ACC1393,7104.81,transfer,2024-01-07 13:00:40,Nepalgunj
TXN00007097,ACC9096,674406.68,withdrawal,2024-01-07 14:02:36,Kathmandu
TXN00009431,ACC9741,16739.21,transfer,2024-01-07 15:34:56,Kathmandu
TXN00009799,ACC4075,2367.58,transfer,2024-01-07 15:48:36,Butwal
TXN00008466,ACC1076,1390.93,transfer,2024-01-07 16:08:45,Butwal
TXN00002694,ACC8193,2277.89,deposit,2024-01-07 16:25:56,Janakpur
TXN00001914,ACC9609,8116.78,deposit,2024-01-07 16:56:13,Lalitpur
TXN00000889,ACC6272,9713.87,deposit,2024-01-07 18:05:39,Hetauda
TXN00008261,ACC7512,1056.51,deposit,2024-01-07 18:33:28,Biratnagar
TXN00006198,ACC8513,1149.28,deposit,2024-01-07 18:45:21,Dharan
TXN00003632,ACC6641,838.34,transfer,2024-01-07 19:17:19,Nepalgunj
TXN00006932,ACC3610,16421.24,transfer,2024-01-07 21:04:01,Dharan
TXN00000532,ACC8999,107.44,deposit,2024-01-07 22:14:46,Butwal
TXN00009186,ACC5683,2611.75,withdrawal,2024-01-07 22:58:44,Butwal
TXN00003765,ACC1960,4682.2,payment,2024-01-08 00:27:06,Nepalgunj
TXN00001647,ACC1530,2050.24,transfer,2024-01-08 00:39:22,Janakpur
TXN00009360,ACC4270,5530.83,withdrawal,2024-01-08 01:53:34,Lalitpur
TXN00003750,ACC2522,156.29,transfer,2024-01-08 06:28:23,Nepalgunj
TXN00001800,ACC6123,3110.76,payment,2024-01-08 07:40:49,Janakpur
TXN00004682,ACC3544,941.2,deposit,2024-01-08 07:53:47,Hetauda
TXN00006577,ACC9717,882.72,payment,2024-01-08 11:04:13,Butwal
TXN00007210,ACC1067,30013.05,withdrawal,2024-01-08 11:28:35,Hetauda
TXN00006977,ACC1916,5664.62,transfer,2024-01-08 12:47:45,
TXN00004464,ACC7670,30505.95,deposit,2024-01-08 13:33:47,Kathmandu
TXN00009855,ACC4917,954.6,deposit,2024-01-08 14:24:21,Janakpur
TXN00006230,ACC7974,842.77,transfer,2024-01-08 16:29:14,Nepalgunj
TXN00006495,ACC1691,382.92,transfer,2024-01-08 17:04:39,Biratnagar
TXN00002560,ACC4389,18930.7,withdrawal,2024-01-08 17:40:01,Pokhara
TXN00006483,ACC1108,506.7,withdrawal,2024-01-08 17:59:09,Dharan
TXN00002603,ACC6993,836.54,deposit,2024-01-08 18:40:40,Butwal
TXN00003200,ACC6301,7148.28,payment,2024-01-08 19:24:51,Butwal
TXN00002645,ACC6154,337.22,deposit,2024-01-08 19:51:02,Nepalgunj
TXN00009827,ACC9227,101.89,withdrawal,2024-01-08 21:12:20,Kathmandu
TXN00005764,ACC9161,179.53,transfer,2024-01-08 22:08:55,Lalitpur
TXN00008381,ACC3942,3654.0,payment,2024-01-08 23:01:08,Hetauda
TXN00007840,ACC9361,1445.99,deposit,2024-01-08 23:25:27,Butwal
TXN00009285,ACC6795,4426.44,transfer,2024-01-09 00:51:11,Biratnagar
TXN00008328,ACC9591,,deposit,2024-01-09 01:05:07,Pokhara
TXN00008502,ACC6298,1208.0,transfer,2024-01-09 01:06:19,Bhaktapur
TXN00000940,ACC1753,964.72,transfer,2024-01-09 01:11:32,Kathmandu
TXN00005552,ACC6095,6722.69,transfer,2024-01-09 01:37:38,Nepalgunj
TXN00000867,ACC4122,5280.26,withdrawal,2024-01-09 02:07:13,Bhaktapur
TXN00006274,ACC9433,342.47,deposit,2024-01-09 03:08:53,Janakpur
TXN00002562,ACC8912,3538.2,payment,2024-01-09 04:49:52,Pokhara
TXN00000530,ACC9947,488.51,withdrawal,2024-01-09 06:14:19,Dharan
TXN00001783,ACC2739,147.02,payment,2024-01-09 06:26:02,Bhaktapur
TXN00001632,ACC2229,548.55,transfer,2024-01-09 07:51:56,Janakpur
TXN00006408,ACC3556,5502.19,transfer,2024-01-09 08:04:41,Nepalgunj
TXN00004674,ACC9985,361.33,transfer,2024-01-09 08:14:27,Lalitpur
TXN00001267,ACC5938,2386.42,transfer,2024-01-09 09:51:57,Bhaktapur
TXN00006867,ACC5478,26624.76,deposit,2024-01-09 10:04:42,Biratnagar
TXN00003339,ACC8303,8148.33,withdrawal,2024-01-09 10:43:27,Pokhara
TXN00004559,ACC4452,1017.1,transfer,2024-01-09 11:40:25,Janakpur
TXN00008375,ACC6681,2061.98,payment,2024-01-09 11:55:47,
TXN00000309,ACC3546,8903.46,deposit,2024-01-09 12:39:13,Biratnagar
TXN00005638,ACC6758,397.1,transfer,2024-01-09 14:07:42,Biratnagar
TXN00008820,ACC8800,5089.58,deposit,2024-01-09 15:09:13,Janakpur
TXN00003697,ACC2867,950.04,deposit,2024-01-09 16:37:44,Butwal
TXN00007382,ACC1357,6573.14,payment,2024-01-09 16:43:55,Janakpur
TXN00001531,ACC9443,3951.19,transfer,2024-01-09 18:06:40,Lalitpur
TXN00007423,ACC8147,308.48,transfer,2024-01-09 18:15:52,Kathmandu
TXN00003951,ACC7371,8354.78,deposit,2024-01-09 19:45:40,Biratnagar
TXN00009502,ACC7047,41999.22,withdrawal,2024-01-09 19:52:47,Nepalgunj
TXN00003940,ACC5105,635.79,payment,2024-01-09 20:49:29,Janakpur
TXN00008248,ACC3258,1339.89,transfer,2024-01-09 21:56:50,Nepalgunj
TXN00006624,ACC1168,2756.39,payment,2024-01-09 22:26:42,Hetauda
TXN00008314,ACC3808,543.51,payment,2024-01-09 22:37:24,Lalitpur
TXN00000355,ACC7755,2869.71,payment,2024-01-09 22:43:52,Lalitpur
TXN00004593,ACC3450,8880.15,transfer,2024-01-09 23:39:52,Pokhara
TXN00000281,ACC6180,3740.72,payment,2024-01-09 23:41:17,Pokhara
TXN00003839,ACC6584,430.05,transfer,2024-01-10 02:10:53,Butwal
TXN00002668,ACC4683,253.4,payment,2024-01-10 02:24:05,Biratnagar
TXN00006545,ACC2258,3515.31,transfer,2024-01-10 02:31:01,Bhaktapur
TXN00007648,ACC7830,177897.55,deposit,2024-01-10 03:05:17,Pokhara
TXN00007215,ACC5033,3065.63,transfer,2024-01-10 03:09:29,Lalitpur
TXN00003625,ACC6279,132658.58,payment,2024-01-10 03:19:07,Bhaktapur
TXN00007833,ACC1985,10763.27,withdrawal,2024-01-10 04:41:48,
TXN00004475,ACC5098,16181.21,transfer,2024-01-10 04:42:15,Biratnagar
TXN00004034,ACC5633,10.19,deposit,2024-01-10 05:05:15,Lalitpur
TXN00007318,ACC5151,35841.31,payment,2024-01-10 05:56:55,Bhaktapur
TXN00005918,ACC3128,70.32,deposit,2024-01-10 06:09:01,Hetauda
TXN00006363,ACC5259,1069.37,payment,2024-01-10 06:09:43,Pokhara
TXN00008591,ACC3318,54701.82,withdrawal,2024-01-10 06:32:20,Nepalgunj
TXN00002173,ACC5739,1572.32,deposit,2024-01-10 07:03:26,Kathmandu
TXN00007874,ACC9011,490.79,deposit,2024-01-10 08:42:53,Dharan
TXN00008686,ACC5281,5734.99,deposit,2024-01-10 08:59:58,Dharan
TXN00005386,ACC4401,3122.51,transfer,2024-01-10 09:02:32,Lalitpur
TXN00007187,ACC3679,47.91,deposit,2024-01-10 09:47:42,Nepalgunj
TXN00001469,ACC7081,272.66,withdrawal,2024-01-10 09:57:41,Butwal
TXN00002615,ACC6700,9873.29,payment,2024-01-10 09:58:25,Butwal
TXN00008364,ACC7541,1246.63,payment,2024-01-10 10:16:06,Butwal
TXN00007460,ACC6878,201.14,deposit,2024-01-10 11:32:40,Pokhara
TXN00006837,ACC6185,19075.9,withdrawal,2024-01-10 12:10:06,Butwal
TXN00001238,ACC2391,985.18,withdrawal,2024-01-10 13:48:50,Bhaktapur
TXN00008680,ACC4970,120.37,payment,2024-01-10 14:04:01,Hetauda
TXN00002007,ACC8668,2988.15,deposit,2024-01-10 14:10:13,Kathmandu
TXN00002706,ACC9720,24105.06,withdrawal,2024-01-10 16:00:32,Lalitpur
TXN00007062,ACC2382,9848.51,transfer,2024-01-10 19:39:40,Butwal
TXN00000248,ACC9883,807.01,withdrawal,2024-01-10 19:43:07,
TXN00003020,ACC9515,8986.53,deposit,2024-01-10 19:46:17,Pokhara
TXN00006177,ACC8141,2177.54,transfer,2024-01-10 19:54:11,Janakpur
TXN00005075,ACC1807,4454.59,transfer,2024-01-10 20:52:31,Kathmandu
TXN00004754,ACC7917,1321.11,deposit,2024-01-10 20:58:04,Butwal
TXN00007111,ACC5289,420.48,withdrawal,2024-01-10 21:21:12,Bhaktapur
TXN00002029,ACC3303,4533.81,deposit,2024-01-10 22:00:22,Nepalgunj
TXN00000233,ACC1960,3265.42,payment,2024-01-10 22:59:03,Dharan
TXN00005382,ACC1107,863.04,payment,2024-01-10 22:59:14,Dharan
TXN00002329,ACC5135,11980.98,deposit,2024-01-11 00:15:42,Lalitpur
TXN00004894,ACC3539,2326.12,transfer,2024-01-11 00:45:12,Biratnagar
TXN00004113,ACC3019,67344.62,withdrawal,2024-01-11 01:46:58,Biratnagar
TXN00001821,ACC8710,2292.7,deposit,2024-01-11 02:15:50,Bhaktapur
TXN00009503,ACC6317,4235.04,withdrawal,2024-01-11 03:42:53,Lalitpur
TXN00004718,ACC6044,31841.1,transfer,2024-01-11 04:25:47,Pokhara
TXN00000170,ACC2049,660.19,withdrawal,2024-01-11 04:38:17,Hetauda
TXN00001635,ACC9406,1526.07,deposit,2024-01-11 05:38:07,Biratnagar
TXN00005535,ACC4116,2162.8,payment,2024-01-11 05:41:07,Pokhara
TXN00001138,ACC8504,255.9,deposit,2024-01-11 06:16:19,Dharan
TXN00003479,ACC8775,29946.89,transfer,2024-01-11 10:41:29,Butwal
TXN00004746,ACC7467,1685.49,deposit,2024-01-11 14:25:16,Hetauda
TXN00007710,ACC3440,515.31,payment,2024-01-11 14:42:59,Biratnagar
TXN00001836,ACC6939,6142.62,withdrawal,2024-01-11 14:52:30,Janakpur
TXN00002316,ACC9777,6926.94,withdrawal,2024-01-11 14:55:17,Kathmandu
TXN00005660,ACC8903,778.19,deposit,2024-01-11 17:02:09,Dharan
TXN00005781,ACC8617,253.39,deposit,2024-01-11 17:44:59,Nepalgunj
TXN00007979,ACC4905,3536.97,deposit,2024-01-11 17:51:31,Biratnagar
TXN00001135,ACC1710,1829.3,payment,2024-01-11 17:55:49,Pokhara
TXN00000240,ACC5673,16397.21,payment,2024-01-11 19:17:08,Dharan
TXN00005953,ACC8065,,transfer,2024-01-11 20:38:06,Nepalgunj
TXN00001301,ACC8538,783.54,transfer,2024-01-11 20:42:19,Lalitpur
TXN00004145,ACC6851,142.9,payment,2024-01-11 21:01:21,Butwal
TXN00007755,ACC1394,3321.27,transfer,2024-01-11 23:10:34,Kathmandu
TXN00005394,ACC1531,4018.58,payment,2024-01-12 00:28:12,Janakpur
TXN00004892,ACC2128,260.19,payment,2024-01-12 01:26:09,Butwal
TXN00004896,ACC5844,2922.84,deposit,2024-01-12 01:36:36,Biratnagar
TXN00003379,ACC2283,8200.34,payment,2024-01-12 02:09:12,Janakpur
TXN00000750,ACC8381,178.87,payment,2024-01-12 02:26:35,Kathmandu
TXN00007272,ACC9021,4780.43,deposit,2024-01-12 04:35:54,Nepalgunj
TXN00007063,ACC7791,718.66,withdrawal,2024-01-12 04:38:00,Biratnagar
TXN00003097,ACC2228,23943.43,deposit,2024-01-12 04:46:48,Lalitpur
TXN00002509,ACC5139,199.91,withdrawal,2024-01-12 05:57:01,Janakpur
TXN00003928,ACC1209,7517.34,deposit,2024-01-12 06:40:54,Nepalgunj
TXN00000587,ACC3749,1189.49,deposit,2024-01-12 08:59:08,Bhaktapur
TXN00001438,ACC3658,74212.74,deposit,2024-01-12 10:34:55,Hetauda
TXN00005716,ACC6885,1272.18,withdrawal,2024-01-12 10:50:38,Nepalgunj
TXN00000366,ACC8711,1336.17,deposit,2024-01-12 10:56:15,Janakpur
TXN00001392,ACC2079,768.6,payment,2024-01-12 11:09:48,Biratnagar
TXN00000353,ACC3662,16569.51,transfer,2024-01-12 11:28:29,Lalitpur
TXN00003828,ACC2681,7903.97,withdrawal,2024-01-12 11:33:42,Butwal
TXN00009383,ACC5046,240.3,payment,2024-01-12 13:39:16,Butwal
TXN00007436,ACC3148,5366.33,deposit,2024-01-12 14:40:14,Lalitpur
TXN00000451,ACC3414,2629.74,payment,2024-01-12 15:03:38,Butwal
TXN00001569,ACC8612,130.96,payment,2024-01-12 15:24:55,
TXN00004880,ACC8168,20653.75,withdrawal,2024-01-12 15:26:06,Lalitpur
TXN00005819,ACC2259,244.78,deposit,2024-01-12 18:48:17,Janakpur
TXN00007404,ACC8987,2062.81,deposit,2024-01-12 19:02:47,Dharan
TXN00003077,ACC5262,14049.06,withdrawal,2024-01-12 19:35:43,Bhaktapur
TXN00008882,ACC1027,1418.68,transfer,2024-01-12 21:10:15,Bhaktapur
TXN00003981,ACC5572,45484.45,deposit,2024-01-12 23:54:48,Bhaktapur
TXN00000949,ACC9702,2721.2,deposit,2024-01-13 00:03:08,Butwal
TXN00008014,ACC7290,2665.9,withdrawal,2024-01-13 00:08:22,Lalitpur
TXN00007691,ACC1034,6764.01,withdrawal,2024-01-13 01:19:00,Pokhara
TXN00007650,ACC3364,358.5,transfer,2024-01-13 01:50:57,Nepalgunj
TXN00002020,ACC3875,250.01,transfer,2024-01-13 02:24:29,Nepalgunj
